Genome	Genome ID	Accession	PATRIC ID	RefSeq Locus Tag	Alt Locus Tag	Feature ID	Annotation	Feature Type	Start	End	Length	Strand	FIGfam ID	PATRIC genus-specific families (PLfams)	PATRIC cross-genus families (PGfams)	Protein ID	AA Length	Gene Symbol	Product	GO
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.961"			"PATRIC.287.6614.287.6614.con.0001.CDS.1000433.1000576.fwd"	"PATRIC"	"CDS"	1000433	1000576	144	"+"		"PLF_286_00031941"	"PGF_06936563"		47		"hypothetical protein"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.962"			"PATRIC.287.6614.287.6614.con.0001.CDS.1000586.1000714.fwd"	"PATRIC"	"CDS"	1000586	1000714	129	"+"		"PLF_286_00355517"	"PGF_05487701"		42		"Hydrolases of the alpha/beta superfamily"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.93"			"PATRIC.287.6614.287.6614.con.0001.CDS.100147.101346.rev"	"PATRIC"	"CDS"	100147	101346	1200	"-"	"FIG00918569"	"PLF_286_00004049"	"PGF_00381113"		399		"ABC-type antimicrobial peptide transport system, permease component"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.963"			"PATRIC.287.6614.287.6614.con.0001.CDS.1001758.1002510.rev"	"PATRIC"	"CDS"	1001758	1002510	753	"-"	"FIG00638284"	"PLF_286_00038366"	"PGF_02945519"		250		"hypothetical protein"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.964"			"PATRIC.287.6614.287.6614.con.0001.CDS.1002612.1003856.fwd"	"PATRIC"	"CDS"	1002612	1003856	1245	"+"	"FIG00638284"	"PLF_286_00216977"	"PGF_04721374"		414		"hypothetical protein"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.965"			"PATRIC.287.6614.287.6614.con.0001.CDS.1003905.1004117.fwd"	"PATRIC"	"CDS"	1003905	1004117	213	"+"		"PLF_286_00161178"	"PGF_06278780"		70		"Transcriptional regulator, AlpA like"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.966"			"PATRIC.287.6614.287.6614.con.0001.CDS.1004509.1005459.fwd"	"PATRIC"	"CDS"	1004509	1005459	951	"+"		"PLF_286_00030028"	"PGF_10389699"		316		"hypothetical protein"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.967"			"PATRIC.287.6614.287.6614.con.0001.CDS.1005610.1007640.rev"	"PATRIC"	"CDS"	1005610	1007640	2031	"-"		"PLF_286_00048270"	"PGF_12928711"		676		"ATP-dependent DNA helicase UvrD/PcrA (EC 3.6.4.12)"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.968"			"PATRIC.287.6614.287.6614.con.0001.CDS.1008080.1009177.rev"	"PATRIC"	"CDS"	1008080	1009177	1098	"-"	"FIG00638284"	"PLF_286_00095589"	"PGF_08225224"		365		"hypothetical protein"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.969"			"PATRIC.287.6614.287.6614.con.0001.CDS.1009281.1015952.rev"	"PATRIC"	"CDS"	1009281	1015952	6672	"-"	"FIG01674928"	"PLF_286_00011278"	"PGF_00421318"		2223		"DNA helicase related protein"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.94"			"PATRIC.287.6614.287.6614.con.0001.CDS.101346.102065.rev"	"PATRIC"	"CDS"	101346	102065	720	"-"	"FIG00744535"	"PLF_286_00004979"	"PGF_10425579"		239		"ABC transporter, ATP-binding protein"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.970"			"PATRIC.287.6614.287.6614.con.0001.CDS.1016310.1018463.fwd"	"PATRIC"	"CDS"	1016310	1018463	2154	"+"	"FIG00638284"	"PLF_286_00014060"	"PGF_12952752"		717		"hypothetical protein"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.971"			"PATRIC.287.6614.287.6614.con.0001.CDS.1018599.1018880.rev"	"PATRIC"	"CDS"	1018599	1018880	282	"-"		"PLF_286_00274734"	"PGF_07827982"		93		"hypothetical protein"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.972"			"PATRIC.287.6614.287.6614.con.0001.CDS.1019483.1019734.fwd"	"PATRIC"	"CDS"	1019483	1019734	252	"+"		"PLF_286_00045104"	"PGF_06840973"		83		"hypothetical protein"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.973"			"PATRIC.287.6614.287.6614.con.0001.CDS.1019841.1020680.rev"	"PATRIC"	"CDS"	1019841	1020680	840	"-"		"PLF_286_00224404"	"PGF_06335515"		279		"hypothetical protein"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.95"			"PATRIC.287.6614.287.6614.con.0001.CDS.102062.105160.rev"	"PATRIC"	"CDS"	102062	105160	3099	"-"	"FIG00044522"	"PLF_286_00001621"	"PGF_02982564"		1032		"T6SS Serine/threonine protein kinase (EC 2.7.11.1) PpkA"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.974"			"PATRIC.287.6614.287.6614.con.0001.CDS.1020747.1021271.fwd"	"PATRIC"	"CDS"	1020747	1021271	525	"+"	"FIG01328092"	"PLF_286_00030526"	"PGF_00032999"		174		"PhbF"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.975"			"PATRIC.287.6614.287.6614.con.0001.CDS.1021306.1021872.rev"	"PATRIC"	"CDS"	1021306	1021872	567	"-"	"FIG00537667"	"PLF_286_00444005"	"PGF_08225224"		188		"granule-associated protein"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.976"			"PATRIC.287.6614.287.6614.con.0001.CDS.1022122.1024668.fwd"	"PATRIC"	"CDS"	1022122	1024668	2547	"+"		"PLF_286_00102532"	"PGF_08225224"		848		"hypothetical protein"	
"Pseudomonas aeruginosa F30658"	"287.6614"	"287.6614.con.0001"	"fig|287.6614.peg.977"			"PATRIC.287.6614.287.6614.con.0001.CDS.1024665.1025597.fwd"	"PATRIC"	"CDS"	1024665	1025597	933	"+"	"FIG00000522"	"PLF_286_00023361"	"PGF_00033197"		310		"Phosphate acetyltransferase (EC 2.3.1.8)"	"GO:0008959|phosphate acetyltransferase activity"
