Genome	Genome ID	Accession	PATRIC ID	RefSeq Locus Tag	Alt Locus Tag	Feature ID	Annotation	Feature Type	Start	End	Length	Strand	FIGfam ID	PATRIC genus-specific families (PLfams)	PATRIC cross-genus families (PGfams)	Protein ID	AA Length	Gene Symbol	Product	GO
"Pseudomonas aeruginosa BLD15.1"	"287.6641"	"287.6641.con.0001"	"fig|287.6641.peg.955"			"PATRIC.287.6641.287.6641.con.0001.CDS.1000585.1003560.rev"	"PATRIC"	"CDS"	1000585	1003560	2976	"-"	"FIG00956882"	"PLF_286_00211564"	"PGF_10503453"		991		"Polyketide synthase modules and related proteins"	
"Pseudomonas aeruginosa BLD15.1"	"287.6641"	"287.6641.con.0001"	"fig|287.6641.peg.956"			"PATRIC.287.6641.287.6641.con.0001.CDS.1003771.1003977.rev"	"PATRIC"	"CDS"	1003771	1003977	207	"-"	"FIG00954638"	"PLF_286_00156474"	"PGF_06335969"		68		"Transcriptional regulator, Xre family"	
"Pseudomonas aeruginosa BLD15.1"	"287.6641"	"287.6641.con.0001"	"fig|287.6641.peg.957"			"PATRIC.287.6641.287.6641.con.0001.CDS.1003974.1004348.rev"	"PATRIC"	"CDS"	1003974	1004348	375	"-"	"FIG00954820"	"PLF_286_00004371"	"PGF_08225224"		124		"hypothetical protein"	
"Pseudomonas aeruginosa BLD15.1"	"287.6641"	"287.6641.con.0001"	"fig|287.6641.peg.958"			"PATRIC.287.6641.287.6641.con.0001.CDS.1004455.1005288.fwd"	"PATRIC"	"CDS"	1004455	1005288	834	"+"	"FIG00515945"	"PLF_286_00004898"	"PGF_06788576"		277		"SAM-dependent methyltransferase"	
"Pseudomonas aeruginosa BLD15.1"	"287.6641"	"287.6641.con.0001"	"fig|287.6641.peg.95"			"PATRIC.287.6641.287.6641.con.0001.CDS.100511.101029.fwd"	"PATRIC"	"CDS"	100511	101029	519	"+"	"FIG00005165"	"PLF_286_00001640"	"PGF_01645412"		172		"T6SS component TssB (ImpB/VipA)"	
"Pseudomonas aeruginosa BLD15.1"	"287.6641"	"287.6641.con.0001"	"fig|287.6641.peg.959"			"PATRIC.287.6641.287.6641.con.0001.CDS.1005285.1005953.rev"	"PATRIC"	"CDS"	1005285	1005953	669	"-"	"FIG00003845"	"PLF_286_00003822"	"PGF_00058095"		222		"Transcriptional regulator"	
"Pseudomonas aeruginosa BLD15.1"	"287.6641"	"287.6641.con.0001"	"fig|287.6641.peg.960"			"PATRIC.287.6641.287.6641.con.0001.CDS.1006182.1007669.fwd"	"PATRIC"	"CDS"	1006182	1007669	1488	"+"	"FIG00134532"	"PLF_286_00002720"	"PGF_00033029"		495		"Phenylacetaldehyde dehydrogenase (EC 1.2.1.39)"	"GO:0008957|phenylacetaldehyde dehydrogenase activity"
"Pseudomonas aeruginosa BLD15.1"	"287.6641"	"287.6641.con.0001"	"fig|287.6641.peg.961"			"PATRIC.287.6641.287.6641.con.0001.CDS.1007837.1009327.fwd"	"PATRIC"	"CDS"	1007837	1009327	1491	"+"	"FIG00959007"	"PLF_286_00002722"	"PGF_00778630"		496		"Uncharacterized amino acid permease, GabP family"	
"Pseudomonas aeruginosa BLD15.1"	"287.6641"	"287.6641.con.0001"	"fig|287.6641.peg.962"			"PATRIC.287.6641.287.6641.con.0001.CDS.1009302.1009880.fwd"	"PATRIC"	"CDS"	1009302	1009880	579	"+"	"FIG00954771"	"PLF_286_00003930"	"PGF_00374706"		192		"hypothetical protein"	
"Pseudomonas aeruginosa BLD15.1"	"287.6641"	"287.6641.con.0001"	"fig|287.6641.peg.963"			"PATRIC.287.6641.287.6641.con.0001.CDS.1010041.1010991.fwd"	"PATRIC"	"CDS"	1010041	1010991	951	"+"	"FIG00510130"	"PLF_286_00165367"	"PGF_01671660"		316		"Transcriptional regulator, AraC family"	
"Pseudomonas aeruginosa BLD15.1"	"287.6641"	"287.6641.con.0001"	"fig|287.6641.peg.96"			"PATRIC.287.6641.287.6641.con.0001.CDS.101042.102538.fwd"	"PATRIC"	"CDS"	101042	102538	1497	"+"	"FIG00004734"	"PLF_286_00001618"	"PGF_04816404"		498		"T6SS component TssC (ImpC/VipB)"	
